1981,A CBS-New York Times poll showed that 48 percent of sports fans preferred football to 31 percent for baseball.,
1981,The NFL teams hosted 167 representatives from 44 predominantly black colleges during training camps for a total of 289 days. The program was adopted for renewal during each training camp period.,
1981,"NFL regular-season attendance-13.6 million for an average of 60,745-set a record for the fourth year in a row. It also was the first time the per-game average exceeded 60,000. NFL games in 1981 were played before 93.8 percent of total stadium capacity.",
1981,ABC and CBS set all-time rating highs. ABC finished with a 21.7 rating and CBS with a 17.5 rating. NBC was down slightly to 13.9.,
1982,"San Francisco defeated Cincinnati 26-21 in Super Bowl XVI at the Pontiac Silverdome, in the first Super Bowl held in the North, January 24. The CBS telecast achieved the highest rating of any televised sports event ever, 49.1 with a 73.0 share. The game was viewed by a record 110.2 million fans. CBS Radio reported a record 14 million listeners for the game.",
1982,"The NFL signed a five-year contract with the three television networks (ABC, CBS, and NBC) to televise all NFL regular-season and postseason games starting with the 1982 season.",
1982,"The owners awarded the 1983, 1984, and 1985 AFC-NFC Pro Bowls to Honolulu's Aloha Stadium.",
1982,"A jury ruled against the NFL in the antitrust trial brought by the Los Angeles Coliseum Commission and the Oakland Raiders, May 7. The verdict cleared the way for the Raiders to move to Los Angeles, where they defeated Green Bay 24-3 in their first preseason game, August 29. The 1982 season was reduced from a 16-game schedule to nine as the result of a 57-day players' strike.",
1982,"The strike was called by the NFLPA at midnight on Monday, September 20, following the Green Bay at New York Giants game. Play resumed November 21-22 following ratification of the Collective Bargaining Agreement by NFL owners, November 17 in New York.",
1982,"Under the Collective Bargaining Agreement, which was to run through the 1986 season, the NFL draft was extended through 1992 and the veteran free-agent system was left basically unchanged. A minimum salary schedule for years of experience was established; training camp and postseason pay were increased; players' medical, insurance, and retirement benefits were increased; and a severance-pay system was introduced to aid in career transition, a first in professional sports.",
1982,"Despite the players' strike, the average paid attendance in 1982 was 58,472, the fifth-highest in league history.",
1982,"The owners awarded the sites of two Super Bowls, December 14: Super Bowl XIX, to be played on January 20, 1985, to Stanford University Stadium in Stanford, California, with San Francisco as host team; and Super Bowl XX, to be played on January 26, 1986, to the Louisiana Superdome in New Orleans.",
1983,"Because of the shortened season, the NFL adopted a format of 16 teams competing in a Super Bowl Tournament for the 1982 playoffs. The NFC's number-one seed, Washington, defeated the AFC's number-two seed, Miami, 27-17 in Super Bowl XVII at the Rose Bowl in Pasadena, January 30.",
1983,"Super Bowl XVII was the second-highest rated live television program of all time, giving the NFL a sweep of the top 10 live programs in television history. The game was viewed in more than 40 million homes, the largest ever for a live telecast.",
1983,"George Halas, the owner of the Bears and the last surviving member of the NFL's second organizational meeting, died at 88, October 31.",
1984,"The Los Angeles Raiders defeated Washington 38-9 in Super Bowl XVIII at Tampa Stadium, January 22. The game achieved a 46.4 rating and 71.0 share.",
1984,"An 11-man group headed by H.R. (Bum) Bright purchased the Dallas Cowboys from Clint Murchison, Jr., March 20. Club president Tex Schramm was designated as managing general partner.",
1984,"Wellington Mara was named president of the NFC, March 20. Patrick Bowlen purchased a majority interest in the Denver Broncos from Edgar Kaiser, Jr., March 21.",
1984,"The Colts relocated to Indianapolis, March 28. Their new home became the Hoosier Dome.",
1984,"The owners awarded two Super Bowl sites at their May 23-25 meetings: Super Bowl XXI, to be played on January 25, 1987, to the Rose Bowl in Pasadena; and Super Bowl XXII, to be played on January 31, 1988, to San Diego Jack Murphy Stadium.",
1984,"The New York Jets moved their home games to Giants Stadium in East Rutherford, New Jersey.",
1984,"Alex G. Spanos purchased a majority interest in the San Diego Chargers from Eugene V. Klein, August 28.",
1984,"Houston defeated Pittsburgh 23-20 to mark the one-hundredth overtime game in regular-season play since overtime was adopted in 1974, December 2.",
1984,"On the field, many all-time records were set: Dan Marino of Miami passed for 5,084 yards and 48 touchdowns; Eric Dickerson of the Los Angeles Rams rushed for 2,105 yards; Art Monk of Washington caught 106 passes; and Walter Payton of Chicago broke Jim Brown's career rushing mark, finishing the season with 13,309 yards.",
1984,"According to a CBS Sports/New York Times survey, 53 percent of the nation's sports fans said they most enjoyed watching football, compared to 18 percent for baseball, December 2-4.",
1984,"NFL paid attendance exceeded 13 million for the fifth consecutive complete regular season when 13,398,112, an average of 59,813, attended games. The figure was the second-highest in league history. Teams averaged 42.4 points per game, the second-highest total since the 1970 merger.",
1985,"San Francisco defeated Miami 38-16 in Super Bowl XIX at Stanford Stadium in Stanford, California, January 20. The game was viewed on television by more people than any other live event in history. President Ronald Reagan, who took his second oath of office before tossing the coin for the game, was one of 115,936,000 viewers. The game drew a 46.4 rating and a 63.0 share. In addition, 6 million people watched the Super Bowl in the United Kingdom and a similar number in Italy. Super Bowl XIX had a direct economic impact of $113.5 million on the San Francisco Bay area.",
1985,"NBC Radio and the NFL entered into a two-year agreement granting NBC the radio rights to a 37-game package in each of the 1985-86 seasons, March 6. The package included 27 regular-season games and 10 postseason games.",
1985,"The owners awarded two Super Bowl sites at their annual meeting, March 10-15: Super Bowl XXIII, to be played on January 22, 1989, to the proposed Dolphins Stadium in Miami; and Super Bowl XXIV, to be played on January 28, 1990, to the Louisiana Superdome in New Orleans. Norman Braman, in partnership with Edward Leibowitz, bought the Philadelphia Eagles from Leonard Tose, April 29.",
1985,"Bruce Smith, a Virginia Tech defensive lineman selected by Buffalo, was the first player chosen in the fiftieth NFL draft, April 30. A group headed by Tom Benson, Jr., was approved to purchase the New Orleans Saints from John W. Mecom, Jr., June 3.",
1985,"The NFL owners adopted a resolution calling for a series of overseas preseason games, beginning in 1986, with one game to be played in England/Europe and/or one game in Japan each year. The game would be a fifth preseason game for the clubs involved and all arrangements and selection of the clubs would be under the control of the Commissioner, May 23.",
1985,The league-wide conversion to videotape from movie film for coach-ing study was approved.,
1985,"Commissioner Rozelle was authorized to extend the commitment to Honolulu's Aloha Stadium for the AFC-NFC Pro Bowl for 1988, 1989, and 1990, October 15.",
1985,"The NFL set a single-weekend paid attendance record when 902,657 tickets were sold for the weekend of October 27-28.",
1985,"A Louis Harris poll in December revealed that pro football remained the sport most followed by Americans. Fifty-nine percent of those surveyed followed pro football, compared with 54 percent who followed baseball.",
1985,"The Chicago-Miami Monday game had the highest rating, 29.6, and share, 46.0, of any prime-time game in NFL history, December 2. The game was viewed in more than 25 million homes.",
1985,"The NFL showed a ratings increase on all three networks for the season, gaining 4 percent on NBC, 10 on CBS, and 16 on ABC.",
1986,"Chicago defeated New England 46-10 in Super Bowl XX at the Louisiana Superdome, January 26. The Patriots had earned the right to play the Bears by becoming the first wild-card team to win three consecutive games on the road. The NBC telecast replaced the final episode of M*A*S*H as the most-viewed television program in history, with an audience of 127 million viewers, according to A.C. Nielsen figures. In addition to drawing a 48.3 rating and a 70 percent share in the United States, Super Bowl XX was televised to 59 foreign countries and beamed via satellite to the QE II. An estimated 300 million Chinese viewed a tape delay of the game in March. NBC Radio figures indicated an audience of 10 million for the game.",
1986,"The owners adopted limited use of instant replay as an officiating aid, prohibited players from wearing or otherwise displaying equipment, apparel, or other items that carry commercial names, names of organizations, or personal messages of any type, March 11. After an 11-week trial, a jury in U.S. District Court in New York awarded the United States Football League one dollar in its $1.7 billion antitrust suit against the NFL. The jury rejected all of the USFL's television-related claims, which were the self-proclaimed heart of the USFL's case. The jury deliberated five days, July 29. Chicago defeated Dallas 17-6 at Wembley Stadium in London in the first American Bowl. The game drew a sellout crowd of 82,699 and the NBC national telecast in this country produced a 12.4 rating and 36 percent share, making it the highest daytime preseason television audience ever with 10.65-million viewers, August 3.",
1986,"ABC'S Monday Night Football, in its seventeenth season, became the longest-running prime-time series in the history of the network.",
1987,"The New York Giants defeated Denver 39-20 in Super Bowl XXI and captured their first NFL title since 1956. The game, played in Pasadena's Rose Bowl, drew a sellout crowd of 101,063. According to A.C. Nielsen figures, the CBS broadcast of the game was viewed in the U.S. on television by 122.64-million people, making the telecast the second most-watched television show of all-time behind Super Bowl XX. The game was watched live or on tape in 55 foreign countries and NBC Radio's broadcast of the game was heard by a record 10.1 million people.",
1987,"New three-year TV contracts with ABC, CBS, and NBC were announced for 1987-89 at the NFL annual meeting in Maui, Hawaii, March 15. Commissioner Rozelle and Broadcast Committee Chairman Art Modell also announced a three-year contract with ESPN to televise 13 prime-time games each season. The ESPN contract was the first with a cable network. However, NFL games on ESPN also were scheduled for regular television in the city of the visiting team and in the home city if the game was sold out 72 hours in advance.",
1987,"A special payment program was adopted to benefit nearly 1,000 former NFL players who participated in the League before the current Bert Bell NFL Pension Plan was created and made retroactive to the 1959 season. Players covered by the new program spent at least five years in the League and played all or part of their career prior to 1959. Each vested player would receive $60 per month for each year of service in the League for life.",
1987,"NFL and CBS Radio jointly announced agreement granting CBS the radio rights to a 40-game package in each of the next three NFL seasons, 1987-89, April 7.",
1987,"NFL owners awarded Super Bowl XXV, to be played on January 27, 1991, to Tampa Stadium, May 20.",
1987,"Over 400 former NFL players from the pre-1959 era received first payments from NFL owners, July 1.",
1987,"The NFL's debut on ESPN produced the two highest-rated and most-watched sports programs in basic cable history. The Chicago at Miami game on August 16 drew an 8.9 rating in 3.81 million homes. Those records fell two weeks later when the Los Angeles Raiders at Dallas game achieved a 10.2 cable rating in 4.36 million homes. The 1987 season was reduced from a 16-game season to 15 as the result of a 24-day players' strike. The strike was called by the NFLPA on Tuesday, September 22, following the New England at New York Jets game. Games scheduled for the third weekend were canceled but the games of weeks four, five, and six were played with replacement teams. Striking players returned for the seventh week of the season, October 25.",
1987,"In a three-team deal involving 10 players and/or draft choices, the Los Angeles Rams traded running back Eric Dickerson to the Indianapolis Colts for six draft choices and two players. Buffalo obtained the rights to linebacker Cornelius Bennett from Indianapolis, sending Greg Bell and three draft choices to the Rams. The Colts added Owen Gill and three draft choices of their own to complete the deal with the Rams, October 31.",
1987,"The Chicago at Minnesota game became the highest-rated and most-watched sports program in basic cable history when it drew a 14.4 cable rating in 6.5 million homes, December 6.",
1988,"Washington defeated Denver 42-10 in Super Bowl XXII to earn its second victory this decade in the NFL Championship Game. The game, played for the first time in San Diego Jack Murphy Stadium, drew a sellout crowd of 73,302. According to A.C. Nielsen figures, the ABC broadcast of the game was viewed in the U.S. on television by 115,000,000 people. The game was seen live or on tape in 60 foreign countries, including the People's Republic of China, and CBS's radio broadcast of the game was heard by 13.7 million people.",
1988,"In a unanimous 3-0 decision, the 2nd Circuit Court of Appeals in New York upheld the verdict of the jury that in July, 1986, had awarded the United States Football League one dollar in its $1.7 billion antitrust suit against the NFL. In a 91-page opinion, Judge Ralph K. Winter said the USFL sought through court decree the success it failed to gain among football fans, March 10.",
1988,"By a 23-5 margin, owners voted to continue the instant replay system for the third consecutive season with the Instant Replay Official to be assigned to a regular seven-man, on-the-field crew. At the NFL annual meeting in Phoenix, Arizona, a 45-second clock was also approved to replace the 30-second clock. For a normal sequence of plays, the interval between plays was changed to 45 seconds from the time the ball is signaled dead until it is snapped on the succeeding play.",
1988,"NFL owners approved the transfer of the Cardinals' franchise from St. Louis to Phoenix; approved two sup-plemental drafts each year-one prior to training camp and one prior to the regular season; and voted to initiate an annual series of games in Japan/Asia as early as the 1989 preseason, March 14-18.",
1988,"The NFL Annual Selection Meeting returned to a separate two-day format and for the first time originated on a Sunday. ESPN drew a 3.6 rating during their seven-hour coverage of the draft, which was viewed in 1.6 million homes, April 24-25.",
1988,"Art Rooney, founder and owner of the Steelers, died at 87, August 25. Johnny Grier became the first African-American referee in NFL history, September 4.",
1988,"Commissioner Rozelle announced that two teams would play a preseason game as part of the American Bowl series on August 6, 1989, in the Korakuen Tokyo Dome in Japan, December 16.",
1989,"San Francisco defeated Cincinnati 20-16 in Super Bowl XXIII. The game, played for the first time at Joe Robbie Stadium in Miami, was attended by a sellout crowd of 75,129. NBC's telecast of the game was watched by an estimated 110,780,000 viewers, according to A.C. Nielsen, making it the sixth most-watched program in television history. The game was seen live or on tape in 60 foreign countries, including an estimated 300 million in China. The CBS Radio broadcast of the game was heard by 11.2 million people.",
1989,"Commissioner Rozelle announced his retirement, pending the naming of a successor, March 22 at the NFL annual meeting in Palm Desert, California. Following the announcement, AFC president Lamar Hunt and NFC president Wellington Mara announced the formation of a six-man search committee composed of Art Modell, Robert Parins, Dan Rooney, and Ralph Wilson. Hunt and Mara served as co-chairmen.",
1989,"By a 24-4 margin, owners voted to continue the instant replay system for the fourth straight season. A strengthened policy regarding anabolic steroids and masking agents was announced by Commissioner Rozelle. NFL clubs called for strong disciplinary measures in cases of feigned injuries and adopted a joint proposal by the Long-Range Planning and Finance committees regarding player personnel rules, March 19-23. Two hundred twenty-nine unconditional free agents signed with new teams under management's Plan B system, April 1.",
1989,"Jerry Jones purchased a majority interest in the Dallas Cowboys from H.R. (Bum) Bright, April 18.",
1989,"Tex Schramm was named president of the new World League of American Football to work with a six-man committee of Dan Rooney, chairman; Norman Braman, Lamar Hunt, Victor Kiam, Mike Lynn, and Bill Walsh, April 18.",
1989,"NFL and CBS Radio jointly announced agreement extending CBS's radio rights to an annual 40-game package through the 1994 season, April 18. NFL owners awarded Super Bowl XXVI, to be played on January 26, 1992, to Minneapolis, May 24.",
1989,"As of opening day, September 10, of the 229 Plan B free agents, 111 were active and 23 others were on teams' reserve lists. Ninety-two others were waived and three retired.",
1989,"Art Shell was named head coach of the Los Angeles Raiders making him the NFL's first black head coach since Fritz Pollard coached the Akron Pros in 1921, October 3.",
1989,The site of the New England Patriots at San Francisco 49ers game scheduled for Candlestick Park on October 22 was switched to Stanford Stadium in the aftermath of the Bay Area Earthquake of October 17. The change was announced on October 19.,
1989,"Paul Tagliabue became the seventh chief executive of the NFL on October 26 when he was chosen to succeed Commissioner Pete Rozelle on the sixth ballot of a three-day meeting in Cleveland, Ohio.",
1989,"In all, 12 ballots were required to select Tagliabue. Two were conducted at a meeting in Chicago on July 6, and four at a meeting in Dallas on October 10-11. On the twelfth ballot, with Seattle absent, Tagliabue received more than the 19 affirmative votes required for election from among the 27 clubs present.",
1989,"The transfer from Commissioner Rozelle to Commissioner Tagliabue took place at 12:01 a.m. on Sunday, November 5.",
1989,"NFL Charities donated $1 million through United Way to benefit Bay Area earthquake victims, November 6.",
1989,"NFL paid attendance of 17,399,538 was the highest total in league history. This included a total of 13,625,662 for an average of 60,829-both NFL records-for the 224-game regular season.",
1990,"San Francisco defeated Denver 55-10 in Super Bowl XXIV at the Louisiana Superdome, January 28. San Francisco joined Pittsburgh as the NFL's only teams to win four Super Bowls.",
1990,"The NFL announced revisions in its 1990 draft eligibility rules. College juniors became eligible but must renounce their collegiate football eligibility before applying for the NFL Draft, February 16.",
1990,"Commissioner Tagliabue announced NFL teams will play their 16-game schedule over 17 weeks in 1990 and 1991 and 16 games over 18 weeks in 1992 and 1993, February 27.",
1990,"The NFL revised its playoff format to include two additional wild-card teams (one per conference), which raised the total to six wild-card teams.",
1990,Commissioner Tagliabue and Broadcast Committee Chairman Art Modell announced a four-year contract with Turner Broadcasting to televise nine Sunday-night games.,
1990,"New four-year TV agreements were ratified for 1990-93 for ABC, CBS, NBC, ESPN, and TNT at the NFL annual meeting in Orlando, Florida, March 12. The contracts totaled $3.6 billion, the largest in TV history.",
1990,"The NFL announced plans to expand its American Bowl series of preseason games. In addition to games in London and Tokyo, American Bowl games were scheduled for Berlin, Germany, and Montreal, Canada, in 1990.",
1990,"For the fifth straight year, NFL owners voted to continue a limited system of Instant Replay. Beginning in 1990, the replay official will have a two-minute time limit to make a decision. The vote was 21-7, March 12.",
1990,"Commissioner Tagliabue announced the formation of a Committee on Expansion and Realignment, March 13. He also named a Player Advisory Council, comprised of 12 former NFL players, March 14.",
1990,"One-hundred eighty-four Plan B unconditional free agents signed with new teams, April 2.",
1990,"Commissioner Tagliabue appointed Dr. John Lombardo as the League's Drug Advisor for Anabolic Steroids, April 25 and named Dr. Lawrence Brown as the League's Advisor for Drugs of Abuse, May 17.",
1990,"NFL owners awarded Super Bowl XXVIII, to be played in 1994, to the proposed Georgia Dome, May 23.",
1990,"Commissioner Tagliabue named NFL referee Jerry Seeman as NFL Director of Officiating, replacing Art McNally, who announced his retirement after 31 years on the field and at the league office, July 12.",
1990,"NFL International Week was celebrated with four preseason games in seven days in Tokyo, London, Berlin, and Montreal. More than 200,000 fans on three continents attended the four games, August 4-11.",
1990,"Commissioner Tagliabue announced the NFL Teacher of the Month program in which the League furnishes grants and scholarships in recognition of teachers who provided a positive influence upon NFL players in elementary and secondary schools, September 20.",
1990,"For the first time since 1957, every NFL club won at least one of its first four games, October 1.",
1990,"The Super Bowl Most Valuable Player trophy was renamed the Pete Rozelle trophy, October 8.",
1990,"NFL total paid attendance of 17,665,671 was the highest total in League history. The regular-season total paid attendance of 13,959,896 and average of 62,321 for 224 games were the highest ever, surpassing the previous records set in the 1989 season.",
1991,"The New York Giants defeated Buffalo 20-19 in Super Bowl XXV to capture their second title in five years. The game was played before a sellout crowd of 73,813 at Tampa Stadium and became the first Super Bowl decided by one point, January 26. The ABC broadcast of the game was seen by more than 112-million people in the United States and was seen live or taped in 60 other countries.",
1991,"NFL playoff games earned the top television rating spot of the week for each week of the month-long playoffs, January 29.",
1991,"New York businessman Robert Tisch purchased a 50 percent interest in the New York Giants from Mrs. Helen Mara Nugent and her children, Tim Mara and Maura Mara Concannon, February 2.",
1991,"NFL clubs voted to continue a limited system of Instant Replay for the sixth consecutive year. The vote was 21-7, March 19.",
1991,"The NFL launched the World League of American Football, the first sports league to operate on a weekly basis on two separate continents, March 23.",
1991,"NFL Charities presented a $250,000 donation to the United Service Organization. The donation was the second largest single grant ever by NFL Charities, April 5.",
1991,"Commissioner Tagliabue named Harold Henderson as Executive Vice President for Labor Relations and Chairman of the NFL Management Council Executive Committee, April 8.",
1991,"NFL clubs approved a recommendation by the Expansion and Realignment Committee to add two teams for the 1994 season, resulting in six divisions of five teams each, May 22.",
1991,"NFL clubs awarded Super Bowl XXIX, to be played on January 29, 1995, to Miami, May 23.",
1991,"""NFL International Week"" featured six 1990 playoff teams playing nationally televised games in London, Berlin, and Tokyo on July 28 and August 3-4. The games drew more than 150,000 fans. Paul Brown, founder of the Cleveland Browns and Cincinnati Bengals, died at age 82, August 5.",
1991,"NFL clubs approved a resolution establishing an international division. A three-year financial plan for the World League was approved by NFL clubs at a meeting in Dallas, October 23.",
1992,"The NFL agreed to provide a minimum of $2.5 million in financial support to the NFL Alumni Association and assistance to NFL Alumni-related programs. The agreement included contributions from NFL Charities to the Pre-59ers and Dire Need Programs for former players, January 25.",
1992,"The Washington Redskins defeated the Buffalo Bills 37-24 in Super Bowl XXVI to capture their third world championship in 10 years, January 26. The game was played before a sellout crowd of 63,130 at the Hubert H. Humphrey Metrodome in Minneapolis and attracted the second largest television audience in Super Bowl history. The CBS broadcast was seen by more than 123 million people nationally, second only to the 127 million who viewed Super Bowl XX.",
1992,"The use in officiating of a limited system of Instant Replay was not approved. The vote was 17-11 in favor of approval (21 votes were required). Instant Replay had been used for six consecutive years (1986-1991), March 18.",
1992,"St. Louis businessman James Orthwein purchased controlling interest in the New England Patriots from Victor Kiam, May 11.",
1992,"In a Harris Poll taken during the NFL offseason, professional football again was declared the nation's most popular sport. Professional football finished atop similar surveys conducted by Harris in 1985 and 1989, May 23.",
1992,"NFL clubs accepted the report of the Expansion Committee at a league meeting in Pasadena. The report names five cities as finalists for the two expansion teams-Baltimore, Charlotte, Jacksonville, Memphis, and St. Louis, May 19.",
1992,"At a league meeting in Dallas, NFL clubs approved a proposal by the World League Board of Directors to restructure the World League and place future emphasis on its international success, September 17.",
1992,NFL teams played their 16-game regular-season schedule over 18 weeks for the only time in league history.,
1993,"The NFL and lawyers for the players announced a settlement of various lawsuits and an agreement on the terms of a seven-year deal that included a new player system to be in place through the 1999 season, January 6.",
1993,"Commissioner Tagliabue announced the establishment of the ""NFL World Partnership Program"" to develop amateur football internationally through a series of clinics conducted by former NFL players and coaches, January 14.",
1993,"As part of Super Bowl XXVII, the NFL announced the creation of the first NFL Youth Education Town, a facility located in south central Los Angeles for inner city youth. January 25.",
1993,"The Dallas Cowboys defeated the Buffalo Bills 52-17 in Super Bowl XXVII to capture their first NFL title since 1978. The game was played before a crowd of 98,374 at the Rose Bowl in Pasadena, California. The NBC broadcast of the game was the most watched program in television history and was seen by 133,400,000 people in the United States. The rating for the game was 45.1, the tenth highest for any televised sports event. The game also was seen live or taped in 101 other countries, January 31.",
1993,"NFL clubs awarded Super Bowl XXX to the city of Phoenix, to be played on January 28, 1996, at Sun Devil Stadium, March 23.",
1993,"The NFL and the NFL Players Association officially signed a 7-year Collective Bargaining Agreement in Washington, D.C., which guarantees more than $1 billion in pension, health, and post-career benefits for current and retired players-the most extensive benefits plan in pro sports. It was the NFL's first CBA since the 1982 agreement expired in 1987, June 29.",
1993,"NFL Enterprises, a newly formed division of the NFL responsible for NFL Films, home video, and special domestic and international television programming was announced, August 19.",
1993,"NFL announced plans to allow fans, for the first time ever, to join players and coaches in selecting the annual AFC and NFC Pro Bowl teams, October 12.",
1993,"NFL clubs unanimously awarded the league's twenty-ninth franchise to the Carolina Panthers at a meeting in Chicago. NFL clubs also awarded Super Bowl XXXI to New Orleans and Super Bowl XXXII to San Diego, October 26.",
1993,"At the same meeting in Chicago, NFL clubs approved a plan to form a European league with joint venture partners, October 27. Don Shula became the winningest coach in NFL history when Miami beat Philadelphia to give Shula his 325th victory, one more than George Halas, November 14.",
1993,"NFL clubs awarded the league's thirtieth franchise to the Jacksonville Jaguars at a meeting in Chicago, November 30.",
1993,"The NFL announced new 4-year television agreements with ABC, ESPN, TNT, and NFL newcomer FOX, which took over the NFC package from CBS, December 18.",
1993,"The NFL completed its new TV agreements by announcing that NBC would retain the rights to the AFC package, December 20.",
1994,"The Dallas Cowboys defeated the Buffalo Bills 30-13 in Super Bowl XXVIII to become the fifth team to win back-to-back Super Bowl titles. The game was viewed by the largest U.S. audience in television history-134.8 million people. The game's 45.5 rating was the highest for a Super Bowl since 1987 and the tenth highest-rated Super Bowl ever, January 30.",
1994,"NFL clubs unanimously approved the transfer of the New England Patriots from James Orthwein to Robert Kraft at a meeting in Orlando, February 22.",
1994,"In a move to increase offensive production, NFL clubs at the league's annual meeting in Orlando adopted a package of changes, including modifications in line play, chucking rules, and the roughing-the-passer rule, plus the adoption of the two-point conversion and moving the spot of the kickoff back to the 30-yard line, March 22.",
1994,"23. March Huizenga, Wayne H. to family Robbie the from Dolphins Miami in interest majority of transfer approved clubs NFL.",
1994,"The NFL and FOX announced the formation of a joint venture to create a six-team World League to begin play in Europe in April, 1995, March 23.",
1994,"The Carolina Panthers earned the right to select first in the 1995 NFL draft by winning a coin toss with the Jacksonville Jaguars. The Jaguars received the second selection in the 1995 draft, April 24.",
1994,"NFL clubs approved the transfer of the Philadelphia Eagles from Norman Braman to Jeffrey Lurie, May 6.",
1994,"The NFL launched ""NFL Sunday Ticket,"" a new season subscription service for satellite television dish owners, June 1.",
1994,"An all-time NFL record crowd of 112,376 attended the American Bowl game between Dallas and Houston in Mexico City. It concluded the biggest American Bowl series in NFL history with four games attracting a record 256,666 fans, August 15.",
1994,"The NFL reached agreement on a new seven-year contract with its game officials, September 22.",
1994,"The NFL Management Council and the NFL Players Association announced an agreement on the formulation and implementation of the most comprehensive drug and alcohol policy in sports, October 28.",
1994,"At an NFL meeting in Chicago, Commissioner Tagliabue slotted the two new expansion teams into the AFC Central (Jacksonville Jaguars) and NFC West (Carolina Panthers) for the 1995 season only. He also appointed a special committee on realignment to make recommendations on the 1996 season and beyond, November 2.",
1995,"The San Francisco 49ers became the first team to win five Super Bowls when they defeated the San Diego Chargers 49-26 in Super Bowl XXIX at Joe Robbie Stadium in Miami, January 29.",
1995,"Carolina and Jacksonville stocked their expansion rosters with a total of 66 players from other NFL teams in a veteran player allocation draft in New York, February 16. CBS Radio and the NFL agreed to a new four-year contract for an annual 53-game package of games, continuing a relationship that spanned 15 of the past 17 years, February 22.",
1995,"NFL clubs approved the transfer of the Tampa Bay Buccaneers from the estate of the late Hugh Culverhouse to South Florida businessman Malcolm Glazer, March 13.",
1995,"A series of safety-related rules changes were adopted at a league meeting in Phoenix, primarily related to the use of the helmet against defenseless players, March 14.",
1995,"After a two-year hiatus, the World League of American Football returned to action with six teams in Europe, April 8.",
1995,"The NFL became the first major sports league to establish a site on the Internet system of on-line computer communication, April 10. The transfer of the Rams from Los Angeles to St. Louis was approved by a vote of the NFL clubs at a meeting in Dallas, April 12.",
1995,"ABC's NFL Monday Night Football finished the 1994-95 television season as the fifth highest-rated show out of 146 with a 17.8 average rating, the highest finish in the 25-year history of the series, April 18.",
1995,"In an ABC News Poll taken during the NFL offseason, America's sports fans chose football as their favorite spectator sport by more than a 2-to-1 margin over basketball and baseball (35%-16%-12%), April 26. The Frankfurt Galaxy defeated the Amsterdam Admirals 26-22 to win the 1995 World Bowl before a crowd of 23,847 in Amsterdam's Olympic Stadium, June 23.",
1995,"Former NFL quarterback and Rhein Fire general manager Oliver Luck was named President of the World League, July 13.",
1995,"The transfer of the Raiders from Los Angeles to Oakland was approved by a vote of the NFL clubs at a meeting in Chicago, July 22.",
1995,"Jacksonville Municipal Stadium opened before a sold-out crowd of more than 70,000 for the first preseason game in Jaguars history, August 18.",
1995,"NFL Charities and 50 NFL players donated $1 million to the United Negro College Fund in honor of the fiftieth anniversity of the UNCF and the integration of the modern NFL, September 15.",
1995,"The Pro Football Hall Of Fame in Canton, Ohio, completed an $8.9 million expansion including a $4 million contribution by the NFL clubs, October 14.",
1995,"The Trans World Dome opened in St. Louis with a sold-out crowd of 65,598 as the Rams defeated the Carolina Panthers 28-17, November 12.",
1995,"NFL paid attendance totaled 963,521 for 15 games in Week 12, the highest weekend total in the league's 76-year history, November 19-20.",
1995,"On the field, many significant records and milestones were achieved: Miami's Dan Marino surpassed Pro Football Hall of Famer Fran Tarkenton in four major passing categories-attempts, completions, yards, and touchdowns-to become the NFL's all-time career leader. San Francisco's Jerry Rice became the all-time reception and receiving-yardage leader with career totals of 942 catches and 15,123 yards. Dallas' Emmitt Smith scored 25 touchdowns, breaking the season record of 24 set by Washington's John Riggins in 1983.",
1996,"The Dallas Cowboys won their third Super Bowl title in four years when they defeated the Pittsburgh Steelers 27-17 in Super Bowl XXX at Sun Devil Stadium in Tempe, Arizona. The game was viewed by the largest audience in U.S. television history-138.5 million people, January 28.",
1996,"An agreement between the NFL and the city of Cleveland regarding the Cleveland Browns' relocation was approved by a vote of the NFL clubs, February 9. According to the agreement, the city of Cleveland retained the Browns' heritage and records, including the name, logo, colors, history, playing records, trophies, and memorabilia, and committed to building a new 72,000-seat stadium for a reactivated Browns' franchise to begin play there no later than 1999. Art Modell received approval to move his franchise to Baltimore and rename it.",
1996,"NFL total paid attendance for all 1995 games reached a record level for the seventh consecutive year, exceeding 19 million for the first time (19,202,757), March 7.",
1996,"The transfer of the Oilers from Houston to Nashville for the 1998 season was approved by a vote of the NFL clubs at a meeting in Atlanta, April 30.",
1996,"The Scottish Claymores defeated the Frankfurt Galaxy 32-27 to win the 1996 World Bowl in front of 38,982 at Murrayfield Stadium in Edinburgh, Scotland, June 23.",
1996,"The NFL returned to Baltimore when the new Baltimore Ravens defeated the Philadelphia Eagles 17-9 in a preseason game before a crowd of 63,804 at Memorial Stadium, August 3.",
1996,"Ericsson Stadium opened in Charlotte, North Carolina with a crowd of 65,350 as the Carolina Panthers defeated the Chicago Bears 30-12 in a preseason game, August 3.",
1996,"Points scored totaled 762 and NFL paid attendance totaled 964,079 for 15 games in Week 11, the highest weekend totals in either category in the league's 77-year history, November 10-11.",
1996,"Former NFL Commissioner Pete Rozelle died at his home in Rancho Santa Fe, California. Rozelle, regarded as the premiere commissioner in sports history, led the NFL for 29 years, from 1960-1989, December 6.",
